EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
2779,0.14285714285714285,No,Travel_Rarely,Sales,0.17857142857142858,2,Marketing,Male,2,Research Scientist,Married,0.19763074255995378,0.0,0.6428571428571429,3,0.14285714285714285,0.25,0.16666666666666666,0.0,0.14285714285714285,1.0,3.0,2.0,3,4
2780,0.23809523809523808,No,Non-Travel,Sales,0.2857142857142857,4,Medical,Male,2,Laboratory Technician,Married,0.08719381039519727,0.125,0.14285714285714285,0,0.17857142857142858,0.5,0.2777777777777778,0.0,0.2857142857142857,2.0,3.0,4.0,2,3
2781,0.9523809523809523,No,Travel_Rarely,Research & Development,0.25,4,Life Sciences,Male,2,Sales Executive,Single,0.12603935920896336,0.0,0.21428571428571427,0,1.0,0.5,1.0,0.14285714285714285,0.5714285714285714,4.0,3.0,2.0,4,3
2782,0.6190476190476191,No,Non-Travel,Research & Development,0.7857142857142857,2,Medical,Female,1,Research Scientist,Married,1.0,0.5,0.35714285714285715,0,0.6071428571428571,0.75,0.16666666666666666,0.14285714285714285,0.14285714285714285,2.0,2.0,4.0,2,3
2783,0.4523809523809524,Yes,Travel_Rarely,Human Resources,0.2857142857142857,3,Human Resources,Male,2,Healthcare Representative,Divorced,0.2873286461844682,0.5,0.42857142857142855,0,0.25,1.0,0.16666666666666666,0.0,0.14285714285714285,3.0,1.0,3.0,3,3
2784,0.3333333333333333,No,Travel_Rarely,Human Resources,0.39285714285714285,2,Human Resources,Female,1,Sales Representative,Single,0.0675463096728627,0.125,0.2857142857142857,1,0.03571428571428571,0.5,0.05555555555555555,0.0,0.0,4.0,1.0,3.0,2,3
2785,0.047619047619047616,Yes,Travel_Frequently,Sales,0.10714285714285714,4,Life Sciences,Female,2,Healthcare Representative,Single,0.572410029214421,0.125,0.7857142857142857,0,0.03571428571428571,0.75,0.05555555555555555,0.14285714285714285,0.0,4.0,4.0,3.0,3,4
2786,0.38095238095238093,No,Travel_Rarely,Research & Development,0.0,4,Other,Male,4,Laboratory Technician,Single,0.2047577771357026,0.125,0.7857142857142857,1,0.5714285714285714,0.5,0.8888888888888888,0.2857142857142857,0.7142857142857143,1.0,3.0,3.0,2,4
2787,0.4523809523809524,No,Non-Travel,Sales,0.8214285714285714,2,Life Sciences,Male,1,Research Scientist,Divorced,0.3727888535747536,0.625,0.6428571428571429,1,0.6071428571428571,0.75,0.05555555555555555,0.0,0.0,3.0,4.0,4.0,3,4
2788,0.9761904761904762,No,Non-Travel,Research & Development,0.39285714285714285,2,Life Sciences,Male,2,Sales Executive,Married,0.2384667244534335,1.0,0.21428571428571427,0,1.0,0.0,0.16666666666666666,0.2857142857142857,0.14285714285714285,3.0,4.0,3.0,3,3
2789,0.7619047619047619,No,Travel_Frequently,Research & Development,0.07142857142857142,4,Medical,Male,4,Research Scientist,Married,0.3295771934893576,0.375,0.14285714285714285,2,1.0,0.75,0.4444444444444444,0.0,0.5,1.0,2.0,2.0,2,3
2790,0.16666666666666666,Yes,Travel_Rarely,Sales,0.32142857142857145,1,Marketing,Male,2,Research Director,Single,0.46409194516677904,0.125,0.14285714285714285,0,0.21428571428571427,1.0,0.3333333333333333,0.0,0.21428571428571427,3.0,3.0,3.0,2,3
2791,0.16666666666666666,No,Travel_Rarely,Research & Development,0.8928571428571429,3,Technical Degree,Male,1,Laboratory Technician,Married,0.5036437766862499,0.125,0.7857142857142857,1,0.07142857142857142,0.75,0.1111111111111111,0.2857142857142857,0.07142857142857142,4.0,4.0,3.0,3,4
2792,0.09523809523809523,No,Travel_Rarely,Research & Development,0.03571428571428571,1,Life Sciences,Male,1,Sales Representative,Single,1.0,0.125,0.07142857142857142,1,0.03571428571428571,0.5,0.0,0.0,0.0,2.0,4.0,3.0,3,3
2793,0.7857142857142857,No,Travel_Frequently,Research & Development,0.0,3,Life Sciences,Female,1,Sales Executive,Single,0.06831679989726797,0.375,0.21428571428571427,1,0.8214285714285714,1.0,0.7222222222222222,1.0,0.5714285714285714,1.0,1.0,2.0,3,3
2794,0.38095238095238093,Yes,Travel_Frequently,Human Resources,0.10714285714285714,4,Life Sciences,Female,5,Sales Executive,Single,0.2923368326431025,0.125,0.2857142857142857,0,0.32142857142857145,0.75,0.5,0.0,0.42857142857142855,1.0,3.0,3.0,3,3
2795,0.8571428571428571,No,Non-Travel,Research & Development,0.2857142857142857,3,Life Sciences,Male,1,Laboratory Technician,Single,1.0,0.25,0.42857142857142855,0,0.8214285714285714,1.0,0.2777777777777778,0.5714285714285714,0.2857142857142857,4.0,4.0,3.0,3,3
2796,0.14285714285714285,No,Travel_Rarely,Research & Development,0.03571428571428571,1,Life Sciences,Male,2,Laboratory Technician,Married,0.1539696298436547,0.0,0.14285714285714285,1,0.21428571428571427,1.0,0.2777777777777778,0.14285714285714285,0.14285714285714285,2.0,3.0,3.0,3,3
2797,0.38095238095238093,No,Travel_Rarely,Sales,0.10714285714285714,3,Marketing,Female,2,Sales Representative,Divorced,0.26029728081158304,0.75,0.07142857142857142,1,0.42857142857142855,0.5,0.05555555555555555,0.0,0.0,3.0,2.0,3.0,3,3
2798,0.4523809523809524,No,Travel_Rarely,Sales,0.17857142857142858,1,Technical Degree,Male,1,Laboratory Technician,Single,0.23307329288259654,0.25,0.07142857142857142,2,0.42857142857142855,0.75,0.2777777777777778,0.14285714285714285,0.21428571428571427,3.0,4.0,3.0,3,3
2799,0.38095238095238093,No,Travel_Rarely,Sales,0.2857142857142857,2,Medical,Male,2,Healthcare Representative,Single,0.2482904748146008,0.25,0.7142857142857143,1,0.5,0.75,0.6111111111111112,0.7142857142857143,0.5714285714285714,3.0,1.0,3.0,3,4
2800,0.42857142857142855,No,Travel_Frequently,Human Resources,0.21428571428571427,3,Medical,Male,1,Research Scientist,Married,0.10793283893543934,0.0,0.0,0,0.35714285714285715,0.25,0.5,0.2857142857142857,0.5714285714285714,2.0,4.0,3.0,3,3
2801,0.42857142857142855,No,Travel_Rarely,Research & Development,0.0,3,Medical,Female,2,Manufacturing Director,Divorced,1.0,0.625,0.14285714285714285,0,0.25,1.0,0.05555555555555555,0.0,0.0,1.0,4.0,3.0,3,3
2802,0.5952380952380952,No,Travel_Frequently,Research & Development,0.07142857142857142,4,Life Sciences,Male,1,Sales Executive,Married,0.08982631866191532,0.125,0.07142857142857142,1,0.8928571428571429,0.75,1.0,0.5714285714285714,0.8571428571428571,3.0,4.0,4.0,3,3
2803,0.2857142857142857,No,Travel_Frequently,Research & Development,0.32142857142857145,3,Life Sciences,Female,3,Healthcare Representative,Divorced,0.11589457125429388,0.125,0.9285714285714286,0,0.35714285714285715,0.5,0.5555555555555556,0.0,0.6428571428571429,1.0,3.0,2.0,3,4
2804,0.35714285714285715,No,Non-Travel,Sales,0.21428571428571427,3,Life Sciences,Male,2,Sales Executive,Married,0.657228161417702,0.0,0.7142857142857143,0,0.2857142857142857,0.75,0.3888888888888889,0.0,0.5,3.0,2.0,4.0,3,4
2805,0.9047619047619048,Yes,Travel_Rarely,Research & Development,0.5,3,Life Sciences,Male,2,Laboratory Technician,Married,0.1478699155671129,1.0,0.5714285714285714,0,0.25,0.25,0.2777777777777778,0.5714285714285714,0.21428571428571427,2.0,2.0,3.0,1,3
2806,0.7857142857142857,No,Travel_Rarely,Research & Development,0.07142857142857142,2,Other,Female,2,Sales Representative,Single,1.0,0.875,0.21428571428571427,1,0.8214285714285714,0.5,1.0,1.0,1.0,1.0,3.0,3.0,3,3
2807,0.30952380952380953,Yes,Travel_Rarely,Research & Development,0.03571428571428571,4,Technical Degree,Female,3,Sales Executive,Married,0.07268291116889788,0.5,0.6428571428571429,0,0.42857142857142855,0.5,0.3888888888888889,1.0,0.5,2.0,3.0,2.0,3,4
2808,0.19047619047619047,No,Travel_Rarely,Sales,0.5714285714285714,3,Medical,Female,2,Manager,Married,0.30562778901409354,0.125,0.5714285714285714,0,0.17857142857142858,1.0,0.2777777777777778,0.5714285714285714,0.21428571428571427,3.0,2.0,2.0,2,3
2809,0.9523809523809523,Yes,Travel_Rarely,Sales,0.03571428571428571,2,Medical,Female,1,Research Scientist,Married,0.21676458313268485,0.125,0.14285714285714285,1,1.0,0.5,1.0,1.0,0.42857142857142855,4.0,4.0,2.0,2,3
2810,0.023809523809523808,Yes,Travel_Rarely,Research & Development,0.14285714285714285,2,Life Sciences,Male,1,Manager,Single,0.27756910334200136,0.125,0.8571428571428571,1,0.0,0.5,0.0,0.0,0.0,4.0,3.0,2.0,3,4
2811,0.09523809523809523,No,Travel_Rarely,Sales,1.0,4,Technical Degree,Male,1,Sales Executive,Married,0.2346142733314071,0.0,0.14285714285714285,1,0.10714285714285714,0.25,0.1111111111111111,0.2857142857142857,0.07142857142857142,3.0,4.0,3.0,3,3
2812,0.7380952380952381,No,Travel_Rarely,Research & Development,0.03571428571428571,3,Life Sciences,Female,1,Sales Executive,Married,0.23853093197213393,0.125,0.0,1,0.5714285714285714,0.75,0.8333333333333334,0.7142857142857143,0.7857142857142857,3.0,1.0,2.0,2,3
2813,0.5952380952380952,No,Travel_Frequently,Sales,0.03571428571428571,2,Life Sciences,Male,1,Sales Executive,Single,0.1413849561783685,0.5,0.14285714285714285,0,0.6428571428571429,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,2.0,3.0,3.0,4,3
2814,0.7619047619047619,No,Travel_Frequently,Research & Development,0.6428571428571429,4,Life Sciences,Male,2,Sales Executive,Single,0.28045844168352113,0.5,0.21428571428571427,1,0.5714285714285714,0.75,0.1111111111111111,0.2857142857142857,0.07142857142857142,3.0,4.0,3.0,4,3
2815,0.30952380952380953,Yes,Travel_Rarely,Research & Development,0.5,1,Medical,Female,2,Sales Executive,Married,0.19628238466724454,0.375,0.7857142857142857,0,0.14285714285714285,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,2.0,3.0,3.0,2,4
2816,0.5476190476190477,No,Travel_Rarely,Research & Development,0.5714285714285714,2,Other,Male,1,Manufacturing Director,Divorced,0.2696073710231468,0.375,0.0,3,0.42857142857142855,0.5,0.5,0.0,0.5,3.0,3.0,3.0,1,3
2817,0.19047619047619047,No,Travel_Rarely,Research & Development,0.5714285714285714,4,Life Sciences,Male,2,Sales Executive,Married,0.24835468233330124,0.125,0.14285714285714285,1,0.2857142857142857,1.0,0.4444444444444444,0.7142857142857143,0.5,3.0,3.0,3.0,4,3
2818,0.42857142857142855,No,Travel_Rarely,Human Resources,0.8571428571428571,1,Human Resources,Male,2,Research Scientist,Divorced,0.13534944942052715,0.75,0.7142857142857143,1,0.25,0.5,0.16666666666666666,0.0,0.07142857142857142,2.0,2.0,3.0,4,4
2819,0.7857142857142857,Yes,Travel_Frequently,Research & Development,0.17857142857142858,3,Life Sciences,Female,1,Manager,Single,0.0359562104722463,0.25,0.0,0,0.6428571428571429,0.5,0.2222222222222222,0.0,0.21428571428571427,1.0,4.0,3.0,4,3
2820,0.5,No,Travel_Rarely,Research & Development,0.21428571428571427,3,Life Sciences,Female,1,Research Scientist,Married,1.0,0.5,0.14285714285714285,1,0.6071428571428571,0.75,0.8333333333333334,0.7142857142857143,0.6428571428571429,4.0,3.0,4.0,4,3
2821,0.16666666666666666,No,Travel_Rarely,Sales,1.0,1,Medical,Female,3,Research Scientist,Married,0.13226748852290604,0.25,0.21428571428571427,1,0.21428571428571427,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,1.0,3.0,3.0,2,3
2822,0.2857142857142857,No,Travel_Rarely,Research & Development,0.7142857142857143,1,Medical,Male,2,Laboratory Technician,Married,0.6052200712703457,0.0,0.0,0,0.42857142857142855,1.0,0.6111111111111112,0.5714285714285714,0.5,3.0,4.0,1.0,3,3
2823,0.3333333333333333,Yes,Travel_Rarely,Research & Development,0.03571428571428571,4,Life Sciences,Female,2,Research Director,Single,0.2015474012006806,0.875,0.2857142857142857,0,0.35714285714285715,0.0,0.2777777777777778,0.0,0.2857142857142857,1.0,1.0,4.0,2,3
2824,0.6428571428571429,No,Travel_Rarely,Research & Development,0.03571428571428571,1,Technical Degree,Female,2,Healthcare Representative,Single,0.3055635814953931,0.625,0.8571428571428571,1,0.32142857142857145,1.0,0.3333333333333333,0.0,0.21428571428571427,3.0,4.0,2.0,3,4
2825,0.47619047619047616,No,Travel_Rarely,Research & Development,0.21428571428571427,4,Life Sciences,Female,2,Research Director,Single,0.2589489229188738,0.375,0.35714285714285715,1,0.6785714285714286,1.0,0.16666666666666666,0.2857142857142857,0.14285714285714285,4.0,3.0,3.0,3,3
2826,0.2857142857142857,No,Travel_Rarely,Sales,0.42857142857142855,3,Marketing,Female,2,Laboratory Technician,Single,0.305691996532794,0.125,0.35714285714285715,1,0.17857142857142858,0.5,0.2777777777777778,0.0,0.2857142857142857,1.0,3.0,2.0,4,3
2827,0.3333333333333333,No,Travel_Frequently,Sales,0.03571428571428571,3,Marketing,Male,3,Laboratory Technician,Divorced,0.4332081286718675,0.0,0.7142857142857143,0,0.32142857142857145,0.75,0.4444444444444444,0.0,0.5,4.0,4.0,4.0,3,4
2828,0.2857142857142857,No,Travel_Rarely,Research & Development,0.0,3,Medical,Female,3,Sales Executive,Divorced,0.5969373013579891,0.625,0.14285714285714285,0,0.2857142857142857,1.0,0.16666666666666666,0.2857142857142857,0.14285714285714285,4.0,1.0,3.0,3,3
2829,0.2857142857142857,No,Travel_Rarely,Sales,0.2857142857142857,3,Medical,Male,2,Research Scientist,Single,0.18793540723618735,0.0,0.0,1,0.21428571428571427,0.75,0.2777777777777778,0.14285714285714285,0.14285714285714285,2.0,4.0,3.0,3,3
2830,0.5476190476190477,No,Travel_Frequently,Sales,0.32142857142857145,2,Medical,Female,3,Manufacturing Director,Divorced,0.4453433497062506,0.5,0.07142857142857142,1,0.75,1.0,0.3888888888888889,1.0,0.5,4.0,1.0,2.0,2,3
2831,0.5476190476190477,No,Travel_Rarely,Research & Development,0.32142857142857145,4,Medical,Male,4,Research Scientist,Married,0.3039583935278821,0.25,0.07142857142857142,3,0.25,0.5,0.2777777777777778,0.14285714285714285,0.2857142857142857,3.0,1.0,3.0,4,3
2832,0.023809523809523808,No,Travel_Rarely,Research & Development,0.0,3,Other,Female,5,Manufacturing Director,Single,0.9112973129153424,0.125,0.5,3,0.03571428571428571,0.5,0.05555555555555555,0.0,0.0,2.0,2.0,3.0,2,3
2833,0.5238095238095238,No,Travel_Frequently,Research & Development,0.8928571428571429,4,Medical,Male,2,Manufacturing Director,Divorced,0.28450351536164886,0.125,0.07142857142857142,1,0.7142857142857143,0.5,1.0,0.2857142857142857,0.9285714285714286,2.0,2.0,3.0,3,3
2834,0.40476190476190477,No,Travel_Rarely,Sales,0.25,1,Marketing,Female,3,Laboratory Technician,Married,0.17663488394490995,0.125,0.21428571428571427,3,0.35714285714285715,0.5,0.5555555555555556,0.0,0.42857142857142855,3.0,2.0,3.0,3,3
2835,0.8333333333333334,No,Travel_Rarely,Sales,0.4642857142857143,2,Life Sciences,Female,5,Manufacturing Director,Married,0.16103245690070309,0.25,0.07142857142857142,1,0.4642857142857143,0.25,0.3888888888888889,0.5714285714285714,0.35714285714285715,2.0,3.0,1.0,2,3
2836,0.6428571428571429,No,Travel_Rarely,Sales,0.0,4,Technical Degree,Male,1,Research Scientist,Divorced,0.10087001187839095,1.0,0.42857142857142855,3,0.7142857142857143,0.75,0.9444444444444444,0.0,1.0,2.0,2.0,1.0,3,3
2837,0.3333333333333333,No,Travel_Frequently,Sales,0.03571428571428571,2,Life Sciences,Female,1,Manufacturing Director,Single,0.07428809913640887,0.125,0.5714285714285714,1,0.32142857142857145,1.0,0.5,0.42857142857142855,0.5,2.0,4.0,3.0,1,3
2838,0.2619047619047619,No,Non-Travel,Research & Development,0.32142857142857145,4,Technical Degree,Male,3,Healthcare Representative,Married,0.3120485408841375,0.125,0.0,1,0.35714285714285715,1.0,0.5555555555555556,0.0,0.6428571428571429,4.0,3.0,3.0,4,3
2839,0.7857142857142857,No,Travel_Rarely,Research & Development,0.0,3,Other,Female,3,Research Director,Married,0.4493884233843783,0.25,0.2857142857142857,1,0.35714285714285715,1.0,0.05555555555555555,0.0,0.0,2.0,3.0,3.0,3,3
2840,0.9523809523809523,No,Travel_Rarely,Sales,0.07142857142857142,3,Marketing,Female,1,Research Scientist,Married,0.26947895598574595,0.5,0.0,3,0.32142857142857145,1.0,0.05555555555555555,0.0,0.0,2.0,2.0,2.0,1,3
2841,0.5238095238095238,No,Travel_Rarely,Research & Development,0.35714285714285715,2,Technical Degree,Male,4,Laboratory Technician,Married,0.2751934251500851,0.875,0.5,0,0.5357142857142857,1.0,0.6666666666666666,0.2857142857142857,0.7857142857142857,3.0,4.0,2.0,3,3
2842,0.38095238095238093,No,Travel_Frequently,Sales,0.8214285714285714,4,Marketing,Male,2,Manufacturing Director,Married,0.989052618061575,0.75,0.35714285714285715,0,0.21428571428571427,0.25,0.2222222222222222,0.14285714285714285,0.14285714285714285,3.0,3.0,3.0,3,3
2843,0.09523809523809523,No,Travel_Rarely,Research & Development,0.07142857142857142,3,Medical,Male,1,Laboratory Technician,Married,0.7871841792673923,0.125,1.0,1,0.07142857142857142,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,3.0,4.0,3.0,3,4
2844,0.21428571428571427,No,Non-Travel,Research & Development,0.07142857142857142,3,Medical,Male,1,Healthcare Representative,Divorced,0.11390413817458024,0.75,0.35714285714285715,1,0.21428571428571427,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,4.0,2.0,1.0,4,3
2845,0.23809523809523808,No,Travel_Rarely,Sales,0.10714285714285714,4,Life Sciences,Male,2,Healthcare Representative,Married,0.2840540627307458,0.125,0.14285714285714285,1,0.17857142857142858,1.0,0.2777777777777778,0.0,0.14285714285714285,3.0,4.0,1.0,2,3
2846,0.9285714285714286,No,Travel_Rarely,Research & Development,0.07142857142857142,3,Life Sciences,Male,2,Manufacturing Director,Divorced,0.06446434877524158,0.375,0.21428571428571427,1,0.42857142857142855,1.0,0.2777777777777778,0.14285714285714285,0.2857142857142857,3.0,4.0,1.0,3,3
2847,0.21428571428571427,No,Non-Travel,Research & Development,0.03571428571428571,3,Life Sciences,Male,1,Manufacturing Director,Divorced,0.8319368198015987,0.125,0.5714285714285714,0,0.03571428571428571,0.25,0.05555555555555555,0.0,0.07142857142857142,3.0,3.0,2.0,3,3
2848,0.7619047619047619,No,Travel_Rarely,Research & Development,0.10714285714285714,3,Life Sciences,Female,2,Manufacturing Director,Single,0.21605830042698,0.375,0.2857142857142857,1,0.75,1.0,0.2777777777777778,0.5714285714285714,0.2857142857142857,3.0,2.0,3.0,4,3
2849,0.5476190476190477,No,Travel_Rarely,Sales,0.21428571428571427,4,Marketing,Male,4,Laboratory Technician,Divorced,0.3745224565796655,0.5,0.07142857142857142,1,0.4642857142857143,0.75,0.5,0.14285714285714285,0.5714285714285714,1.0,3.0,3.0,3,3
2850,0.2857142857142857,No,Travel_Rarely,Human Resources,0.0,4,Human Resources,Female,1,Manager,Married,1.0,0.25,0.07142857142857142,1,0.42857142857142855,0.0,0.5555555555555556,1.0,0.2857142857142857,2.0,4.0,3.0,2,3
2851,0.47619047619047616,No,Travel_Rarely,Sales,0.0,1,Medical,Male,2,Laboratory Technician,Single,1.0,0.5,0.35714285714285715,0,0.42857142857142855,0.0,0.4444444444444444,0.0,0.5,1.0,4.0,4.0,2,3
2852,0.3333333333333333,No,Travel_Rarely,Research & Development,0.6785714285714286,3,Medical,Female,1,Manufacturing Director,Single,0.22934925679797105,0.375,0.21428571428571427,1,0.2857142857142857,0.75,0.2777777777777778,0.14285714285714285,0.2857142857142857,3.0,3.0,3.0,3,3
2853,0.21428571428571427,No,Travel_Rarely,Research & Development,0.14285714285714285,4,Medical,Male,2,Healthcare Representative,Married,0.2392372146778388,0.0,0.14285714285714285,0,0.21428571428571427,0.5,0.2777777777777778,0.14285714285714285,0.07142857142857142,3.0,2.0,2.0,3,3
2854,0.023809523809523808,Yes,Travel_Frequently,Research & Development,0.32142857142857145,2,Life Sciences,Male,2,Healthcare Representative,Single,0.20405149442999776,0.0,0.7857142857142857,1,0.03571428571428571,1.0,0.0,0.0,0.0,3.0,1.0,4.0,3,4
2855,0.42857142857142855,No,Travel_Frequently,Sales,0.8571428571428571,3,Marketing,Female,2,Research Director,Single,0.28867700407717745,0.5,0.7142857142857143,2,0.4642857142857143,0.75,0.4444444444444444,1.0,0.14285714285714285,4.0,2.0,2.0,3,4
2856,0.2857142857142857,No,Non-Travel,Sales,0.0,3,Medical,Female,1,Sales Executive,Divorced,0.28642974092266205,0.125,0.5,1,0.42857142857142855,0.5,0.6666666666666666,0.8571428571428571,0.7142857142857143,3.0,1.0,3.0,3,3
2857,0.6428571428571429,No,Travel_Rarely,Research & Development,0.8214285714285714,2,Medical,Male,2,Sales Executive,Divorced,0.28681498603486466,0.5,0.14285714285714285,1,0.32142857142857145,0.75,0.2777777777777778,0.0,0.21428571428571427,3.0,1.0,4.0,3,3
2858,0.9047619047619048,No,Travel_Rarely,Research & Development,0.10714285714285714,3,Life Sciences,Male,4,Manager,Divorced,0.10131946450929404,0.5,0.07142857142857142,0,0.6785714285714286,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,3.0,1.0,3.0,2,3
2859,0.35714285714285715,No,Travel_Rarely,Research & Development,0.03571428571428571,2,Medical,Male,1,Sales Executive,Single,0.09188095926032938,0.0,0.5,3,0.14285714285714285,1.0,0.16666666666666666,0.0,0.14285714285714285,3.0,4.0,4.0,3,3
2860,0.023809523809523808,Yes,Travel_Rarely,Research & Development,0.25,2,Life Sciences,Male,2,Sales Executive,Single,0.960737102314681,0.125,0.7142857142857143,0,0.03571428571428571,0.5,0.05555555555555555,0.14285714285714285,0.0,2.0,4.0,2.0,3,4
2861,0.6666666666666666,No,Travel_Rarely,Research & Development,0.32142857142857145,3,Technical Degree,Female,2,Laboratory Technician,Divorced,0.9226620437253202,0.125,0.07142857142857142,0,0.8571428571428571,0.25,1.0,1.0,0.5,2.0,1.0,3.0,1,3
2862,0.47619047619047616,No,Travel_Rarely,Sales,0.10714285714285714,4,Life Sciences,Male,1,Manufacturing Director,Single,0.389932261067771,0.125,0.21428571428571427,0,0.07142857142857142,0.75,0.1111111111111111,0.2857142857142857,0.07142857142857142,3.0,4.0,3.0,4,3
2863,0.30952380952380953,No,Travel_Rarely,Sales,0.03571428571428571,5,Life Sciences,Male,2,Sales Representative,Married,0.11037272464605605,1.0,0.0,0,0.25,0.75,0.2222222222222222,0.0,0.14285714285714285,3.0,4.0,3.0,4,3
2864,0.38095238095238093,No,Travel_Rarely,Sales,0.2857142857142857,3,Marketing,Female,2,Manager,Single,0.2798805740152172,0.25,0.21428571428571427,1,0.32142857142857145,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,4.0,2.0,3.0,3,3
2865,0.5476190476190477,Yes,Travel_Rarely,Research & Development,0.6071428571428571,4,Life Sciences,Male,5,Laboratory Technician,Single,0.27853221612250795,0.125,0.9285714285714286,1,0.14285714285714285,0.25,0.2222222222222222,0.0,0.14285714285714285,2.0,2.0,2.0,3,4
2866,0.7619047619047619,No,Travel_Rarely,Sales,0.6428571428571429,4,Marketing,Male,3,Sales Executive,Married,0.14035763587916145,0.25,0.0,0,0.17857142857142858,1.0,0.16666666666666666,0.0,0.14285714285714285,3.0,3.0,2.0,2,3
2867,0.8333333333333334,No,Travel_Rarely,Sales,0.0,2,Life Sciences,Male,1,Manager,Divorced,0.19133840572731067,0.125,0.14285714285714285,0,0.17857142857142858,0.5,0.2222222222222222,0.14285714285714285,0.21428571428571427,4.0,1.0,3.0,3,3
2868,0.35714285714285715,No,Travel_Rarely,Research & Development,0.10714285714285714,3,Life Sciences,Male,1,Human Resources,Married,0.14748467045491026,0.125,0.0,3,0.2857142857142857,1.0,0.4444444444444444,0.14285714285714285,0.42857142857142855,4.0,2.0,3.0,1,3
2869,0.5238095238095238,No,Travel_Rarely,Research & Development,0.35714285714285715,3,Life Sciences,Female,2,Sales Executive,Married,0.38498828212783714,0.125,0.6428571428571429,2,0.75,0.5,1.0,1.0,0.6428571428571429,4.0,3.0,3.0,3,4
2870,0.8809523809523809,No,Travel_Rarely,Research & Development,0.17857142857142858,1,Life Sciences,Female,2,Laboratory Technician,Single,0.10568557578092394,1.0,0.42857142857142855,0,1.0,0.0,1.0,0.2857142857142857,1.0,3.0,2.0,3.0,2,3
2871,0.38095238095238093,No,Travel_Frequently,Human Resources,0.21428571428571427,4,Other,Female,1,Research Scientist,Married,0.02465568718096889,0.125,0.0,2,0.35714285714285715,1.0,0.5555555555555556,0.14285714285714285,0.6428571428571429,4.0,3.0,2.0,4,3
2872,0.7857142857142857,No,Travel_Rarely,Human Resources,0.10714285714285714,2,Human Resources,Male,2,Sales Representative,Single,0.10022793669138656,0.375,0.5,0,0.75,0.5,0.3888888888888889,0.14285714285714285,0.0,4.0,2.0,3.0,3,3
2873,0.8095238095238095,No,Travel_Rarely,Research & Development,0.03571428571428571,4,Medical,Female,2,Sales Representative,Married,0.16231660727471187,0.0,0.0,1,1.0,0.75,1.0,1.0,0.6428571428571429,3.0,3.0,3.0,3,3
2874,0.21428571428571427,No,Travel_Rarely,Sales,0.5,3,Marketing,Male,1,Research Scientist,Single,0.19114578317120934,0.125,0.07142857142857142,2,0.25,0.75,0.3888888888888889,0.0,0.21428571428571427,4.0,2.0,2.0,3,3
2875,0.40476190476190477,Yes,Travel_Rarely,Research & Development,0.03571428571428571,4,Life Sciences,Female,2,Research Director,Married,0.6339850396481428,0.375,0.07142857142857142,0,0.2857142857142857,0.75,0.05555555555555555,0.0,0.07142857142857142,2.0,3.0,3.0,4,3
2876,0.5952380952380952,No,Non-Travel,Research & Development,0.17857142857142858,2,Medical,Male,1,Healthcare Representative,Divorced,0.06542746155574818,0.5,0.6428571428571429,1,0.25,0.5,0.2777777777777778,0.2857142857142857,0.14285714285714285,4.0,,4.0,2,4
2877,0.6428571428571429,No,Non-Travel,Research & Development,0.2857142857142857,2,Medical,Female,1,Sales Executive,Married,0.5467912292529455,1.0,0.5714285714285714,0,0.7857142857142857,0.75,1.0,1.0,0.5714285714285714,1.0,4.0,3.0,3,3
2878,0.4523809523809524,No,Travel_Rarely,Research & Development,0.21428571428571427,3,Life Sciences,Female,1,Research Scientist,Married,0.12327843590484446,0.125,0.07142857142857142,0,0.2857142857142857,0.5,0.4444444444444444,0.14285714285714285,0.5,2.0,1.0,2.0,1,3
2879,0.40476190476190477,No,Travel_Frequently,Research & Development,0.0,3,Other,Male,2,Research Director,Single,0.08128671867475681,0.625,0.14285714285714285,0,0.35714285714285715,0.5,0.3333333333333333,0.14285714285714285,0.14285714285714285,2.0,2.0,3.0,4,3
2880,0.5714285714285714,No,Non-Travel,Research & Development,0.0,1,Technical Degree,Male,2,Sales Executive,Divorced,0.4411056534720216,0.25,0.0,1,0.39285714285714285,0.5,0.2777777777777778,0.0,0.14285714285714285,3.0,3.0,3.0,3,3
2881,0.47619047619047616,No,Travel_Rarely,Sales,0.25,2,Marketing,Male,5,Research Scientist,Married,0.25175768082442457,1.0,0.21428571428571427,0,0.5,0.0,0.05555555555555555,0.0,0.0,4.0,3.0,3.0,3,3
2882,0.47619047619047616,No,Travel_Rarely,Human Resources,0.8571428571428571,1,Human Resources,Female,1,Manufacturing Director,Married,0.4390510128736075,0.375,0.21428571428571427,1,0.32142857142857145,0.75,0.3888888888888889,0.14285714285714285,0.5,4.0,4.0,1.0,4,3
