EmployeeID,Age,Attrition,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1990,0.07142857142857142,Yes,0.0,4,1,0.3060130341262962,0.125,0.5,0,0.03571428571428571,0.5,0.05555555555555555,0.14285714285714285,0.0,3.0,1.0,2.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1991,0.6666666666666666,No,0.39285714285714285,3,3,0.5094224533692896,1.0,0.07142857142857142,1,0.6785714285714286,1.0,0.8888888888888888,0.14285714285714285,0.5,4.0,1.0,3.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1992,0.7857142857142857,Yes,0.7857142857142857,3,2,1.0,1.0,0.6428571428571429,0,0.6428571428571429,0.5,0.5555555555555556,0.2857142857142857,0.5,1.0,3.0,4.0,3,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1993,0.23809523809523808,Yes,0.6428571428571429,4,4,0.27153359658416,0.125,0.42857142857142855,1,0.35714285714285715,1.0,0.5555555555555556,0.14285714285714285,0.6428571428571429,2.0,1.0,2.0,2,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1994,0.19047619047619047,No,0.14285714285714285,4,2,0.23583421618671546,0.125,0.0,1,0.21428571428571427,0.75,0.2777777777777778,0.14285714285714285,0.21428571428571427,1.0,1.0,3.0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1995,0.2857142857142857,No,0.25,3,1,1.0,0.0,0.21428571428571427,0,0.25,1.0,0.3333333333333333,0.0,0.14285714285714285,3.0,1.0,2.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1996,0.5476190476190477,No,0.0,4,1,0.27275353943946834,0.125,0.21428571428571427,0,0.35714285714285715,0.5,0.5555555555555556,0.0,0.5714285714285714,2.0,3.0,3.0,4,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1997,0.47619047619047616,No,0.14285714285714285,3,1,0.34286814986034864,,0.0,0,0.7142857142857143,0.75,1.0,0.14285714285714285,0.6428571428571429,3.0,3.0,2.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1998,0.5238095238095238,No,0.0,4,1,0.24784102218369772,0.5,0.07142857142857142,0,0.5,0.5,0.6111111111111112,1.0,0.07142857142857142,1.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1999,0.21428571428571427,No,0.35714285714285715,3,2,0.5763266878551478,0.125,0.21428571428571427,1,0.10714285714285714,0.75,0.16666666666666666,0.14285714285714285,0.14285714285714285,1.0,3.0,3.0,2,3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2000,0.8809523809523809,No,0.7857142857142857,5,3,0.17258981026678225,0.375,0.14285714285714285,1,0.8214285714285714,0.25,0.16666666666666666,0.14285714285714285,0.14285714285714285,4.0,2.0,3.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2001,0.23809523809523808,No,0.0,3,2,0.414010080580436,0.375,0.0,2,0.35714285714285715,0.25,0.4444444444444444,0.14285714285714285,0.5,3.0,3.0,4.0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2002,0.6190476190476191,Yes,0.6071428571428571,4,2,0.0712703457574882,1.0,0.2857142857142857,0,0.8571428571428571,0.75,1.0,0.42857142857142855,0.42857142857142855,2.0,1.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2003,0.35714285714285715,No,0.7857142857142857,4,4,0.19095316061510803,0.5,0.07142857142857142,0,0.32142857142857145,0.75,0.16666666666666666,0.14285714285714285,0.14285714285714285,4.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2004,0.40476190476190477,Yes,0.21428571428571427,4,3,0.32803621304054703,0.0,0.7142857142857143,1,0.32142857142857145,0.75,0.4444444444444444,0.5714285714285714,0.5,4.0,1.0,3.0,2,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2005,0.35714285714285715,Yes,0.0,2,1,0.33420013483578925,0.125,0.5714285714285714,2,0.5,0.75,0.7222222222222222,0.42857142857142855,0.5714285714285714,1.0,3.0,3.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2006,0.23809523809523808,No,0.0,1,2,0.3427397348229478,0.125,0.2857142857142857,1,0.14285714285714285,0.5,0.2222222222222222,0.2857142857142857,0.14285714285714285,1.0,3.0,2.0,3,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2007,0.38095238095238093,No,1.0,4,1,0.6742431538733186,0.0,0.21428571428571427,1,0.25,1.0,0.3333333333333333,0.0,0.2857142857142857,1.0,4.0,2.0,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2008,0.4523809523809524,No,0.21428571428571427,4,4,0.3938489197084979,0.25,0.7142857142857143,0,0.2857142857142857,1.0,0.05555555555555555,0.0,0.0,4.0,4.0,3.0,2,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2009,0.16666666666666666,Yes,0.8571428571428571,4,2,0.4660823782464927,0.125,0.07142857142857142,0,0.25,0.75,0.3888888888888889,0.7142857142857143,0.42857142857142855,4.0,4.0,4.0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2010,0.19047619047619047,Yes,0.25,2,2,0.4549744775113166,0.125,0.2857142857142857,0,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,1.0,3.0,2.0,4,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2011,0.35714285714285715,Yes,0.25,2,4,0.12167324793733346,0.5,0.14285714285714285,0,0.17857142857142858,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,1.0,2.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2012,0.5714285714285714,No,0.35714285714285715,1,4,0.32251436643230924,0.0,0.21428571428571427,0,0.8214285714285714,0.5,1.0,1.0,0.5,4.0,1.0,3.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2013,0.23809523809523808,Yes,0.21428571428571427,3,2,0.12629618928376513,0.125,0.21428571428571427,0,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,1.0,2.0,3.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2014,0.7619047619047619,Yes,0.0,4,2,0.9620212526886899,0.375,0.21428571428571427,0,0.17857142857142858,0.75,0.0,0.0,0.0,4.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2015,0.35714285714285715,No,0.2857142857142857,3,2,0.23371536806960094,0.0,0.07142857142857142,0,0.14285714285714285,0.5,0.16666666666666666,0.0,0.14285714285714285,4.0,2.0,3.0,2,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,0.38095238095238093,No,0.0,1,2,0.10831808404764198,0.375,0.8571428571428571,0,0.21428571428571427,0.75,0.0,0.0,0.0,3.0,4.0,3.0,3,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2017,0.7142857142857143,No,0.03571428571428571,1,2,0.0873864329512986,0.25,0.0,0,0.9642857142857143,0.75,0.2777777777777778,0.2857142857142857,0.07142857142857142,1.0,4.0,,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2018,0.6428571428571429,No,0.0,3,2,0.7380654274615558,0.125,0.07142857142857142,1,0.5357142857142857,0.5,0.8333333333333334,0.5714285714285714,0.8571428571428571,2.0,3.0,3.0,3,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2019,0.8095238095238095,No,0.0,3,1,0.3187903303476837,0.875,0.5,1,0.6428571428571429,1.0,0.4444444444444444,0.5714285714285714,0.0,2.0,2.0,3.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2020,0.47619047619047616,No,0.17857142857142858,2,1,0.23930142219653922,0.0,0.0,1,0.32142857142857145,0.75,0.4444444444444444,0.2857142857142857,0.5,3.0,3.0,3.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2021,0.2619047619047619,No,0.25,3,4,0.2752576326687855,0.5,0.21428571428571427,0,0.39285714285714285,0.75,0.3888888888888889,0.14285714285714285,0.5,3.0,4.0,3.0,4,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2022,0.23809523809523808,No,0.0,3,4,0.37060579793893866,0.0,0.2857142857142857,1,0.35714285714285715,0.5,0.5,0.14285714285714285,0.5,4.0,2.0,2.0,3,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2023,0.6666666666666666,No,0.17857142857142858,4,3,0.07480175928601239,0.375,0.0,1,0.8214285714285714,0.75,0.6666666666666666,0.5714285714285714,0.6428571428571429,1.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2024,0.47619047619047616,No,0.21428571428571427,4,1,0.36238723554528235,0.875,0.6428571428571429,1,0.35714285714285715,0.5,0.05555555555555555,0.0,0.0,4.0,2.0,3.0,3,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2025,0.5952380952380952,No,0.14285714285714285,3,2,0.557963337506822,1.0,0.5714285714285714,1,0.6428571428571429,0.75,0.4444444444444444,0.0,0.07142857142857142,3.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2026,0.5,Yes,0.0,3,2,0.36893640245272724,0.875,0.21428571428571427,1,0.75,0.5,1.0,1.0,0.35714285714285715,1.0,4.0,3.0,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2027,0.5238095238095238,No,0.0,1,1,0.07730585251532955,0.125,0.42857142857142855,0,0.75,1.0,1.0,0.5714285714285714,0.6428571428571429,3.0,3.0,4.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2028,0.07142857142857142,No,0.0,4,1,0.10279623743940415,0.125,0.0,1,0.07142857142857142,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,4.0,2.0,4.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2029,0.5,No,0.17857142857142858,3,1,0.11827024944621015,1.0,0.2857142857142857,0,0.32142857142857145,0.5,0.2777777777777778,0.0,0.21428571428571427,3.0,2.0,2.0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2030,0.42857142857142855,No,0.0,3,3,0.15685896818517447,0.25,0.14285714285714285,3,0.6428571428571429,1.0,0.6111111111111112,0.0,0.6428571428571429,1.0,4.0,3.0,4,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2031,0.30952380952380953,No,0.21428571428571427,3,1,0.2728177469581688,0.0,0.21428571428571427,3,0.10714285714285714,1.0,0.1111111111111111,0.2857142857142857,0.14285714285714285,3.0,4.0,3.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2032,0.23809523809523808,No,0.03571428571428571,4,1,0.5358759510738708,0.0,0.0,0,0.21428571428571427,1.0,0.2777777777777778,0.0,0.2857142857142857,1.0,2.0,1.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2033,0.40476190476190477,No,0.2857142857142857,2,1,0.6091367299110726,0.125,0.14285714285714285,1,0.17857142857142858,0.5,0.2777777777777778,0.0,0.14285714285714285,4.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2034,0.7380952380952381,No,0.03571428571428571,2,1,0.3448585829400623,0.75,0.8571428571428571,1,0.7857142857142857,0.25,0.5,0.2857142857142857,0.21428571428571427,4.0,2.0,3.0,2,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2035,0.38095238095238093,No,0.2857142857142857,1,2,0.10581399081832482,0.25,0.14285714285714285,1,0.17857142857142858,0.75,0.16666666666666666,0.0,0.14285714285714285,4.0,3.0,2.0,2,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2036,0.2619047619047619,No,0.0,4,3,0.10960223442165078,0.0,0.5,0,0.2857142857142857,0.5,0.3888888888888889,0.14285714285714285,0.07142857142857142,4.0,2.0,2.0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2037,0.5714285714285714,No,0.7142857142857143,2,1,0.07653536229092427,0.5,0.07142857142857142,1,0.5714285714285714,0.75,0.05555555555555555,0.0,0.0,2.0,4.0,3.0,4,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2038,0.2619047619047619,No,0.10714285714285714,2,2,0.3551317859321326,0.125,0.7857142857142857,0,0.35714285714285715,0.5,0.5555555555555556,0.14285714285714285,0.14285714285714285,2.0,4.0,2.0,1,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2039,0.47619047619047616,No,0.0,3,1,0.18023050499213458,0.125,0.14285714285714285,2,0.25,0.5,0.3888888888888889,0.7142857142857143,0.0,3.0,3.0,4.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2040,0.23809523809523808,No,0.17857142857142858,4,1,0.2724967093646666,0.125,0.2857142857142857,0,0.10714285714285714,0.5,0.16666666666666666,0.0,0.14285714285714285,3.0,3.0,3.0,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2041,0.0,Yes,0.03571428571428571,4,3,0.6392500561815788,0.125,0.5,0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,4,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2042,0.35714285714285715,Yes,0.07142857142857142,2,1,0.2521429259366272,0.0,0.21428571428571427,0,0.21428571428571427,0.5,0.2777777777777778,0.0,0.21428571428571427,1.0,1.0,3.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2043,0.5476190476190477,No,0.10714285714285714,2,2,0.09849433368647469,0.375,0.07142857142857142,0,0.21428571428571427,0.75,0.05555555555555555,0.0,0.0,2.0,4.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2044,0.30952380952380953,Yes,0.32142857142857145,3,1,0.275771292818389,0.125,0.42857142857142855,0,0.07142857142857142,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,3.0,3.0,2.0,4,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2045,0.4523809523809524,No,0.7857142857142857,3,3,1.0,0.875,0.35714285714285715,1,0.32142857142857145,0.5,0.3333333333333333,0.14285714285714285,0.21428571428571427,3.0,4.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2046,0.21428571428571427,No,0.17857142857142858,2,1,0.20873864329512987,0.125,0.0,2,0.14285714285714285,0.5,0.2222222222222222,0.2857142857142857,0.14285714285714285,4.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2047,0.38095238095238093,No,0.0,1,2,0.09419242993354522,0.125,0.5714285714285714,0,0.21428571428571427,0.5,0.3333333333333333,0.14285714285714285,0.21428571428571427,2.0,3.0,2.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2048,0.40476190476190477,No,0.17857142857142858,3,3,0.13438633664002056,0.125,0.14285714285714285,1,0.21428571428571427,0.75,0.2777777777777778,0.14285714285714285,0.2857142857142857,3.0,3.0,1.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2049,0.2619047619047619,Yes,0.17857142857142858,3,1,0.07929628559504318,0.125,0.07142857142857142,3,0.39285714285714285,1.0,0.6111111111111112,0.42857142857142855,0.7142857142857143,4.0,1.0,1.0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2050,0.5238095238095238,No,0.03571428571428571,4,4,0.4229349256797971,1.0,0.0,0,0.7142857142857143,0.0,1.0,0.2857142857142857,0.9285714285714286,2.0,3.0,2.0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2051,0.5714285714285714,Yes,0.03571428571428571,4,1,0.08192879386176122,0.0,0.35714285714285715,0,0.7857142857142857,0.75,1.0,1.0,1.0,3.0,1.0,2.0,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2052,0.5714285714285714,No,0.0,2,4,0.13002022536839064,0.875,0.7142857142857143,1,0.32142857142857145,0.75,0.3333333333333333,0.14285714285714285,0.35714285714285715,2.0,1.0,4.0,2,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2053,0.40476190476190477,No,0.14285714285714285,3,1,0.3021605830042698,0.75,0.9285714285714286,2,0.35714285714285715,0.0,0.4444444444444444,0.14285714285714285,0.5,4.0,3.0,3.0,3,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2054,0.14285714285714285,No,0.21428571428571427,4,1,0.1006131818035892,1.0,0.42857142857142855,3,0.21428571428571427,0.75,0.2222222222222222,0.14285714285714285,0.14285714285714285,4.0,2.0,3.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2055,0.23809523809523808,Yes,0.5,4,2,0.20469356961700216,0.125,0.14285714285714285,0,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,3.0,4.0,2.0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2056,0.19047619047619047,No,0.0,4,2,0.8556936017207615,0.125,0.7142857142857143,1,0.2857142857142857,0.75,0.4444444444444444,0.0,0.5,1.0,4.0,3.0,3,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2057,0.2857142857142857,No,0.21428571428571427,2,1,0.1566021381103727,0.125,0.0,0,0.35714285714285715,0.75,0.5555555555555556,0.14285714285714285,0.2857142857142857,3.0,3.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2058,0.5238095238095238,No,0.8928571428571429,4,2,1.0,0.375,0.6428571428571429,3,0.5714285714285714,0.5,0.05555555555555555,0.0,0.0,3.0,4.0,1.0,3,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2059,0.40476190476190477,No,0.6071428571428571,5,2,0.3550033708947318,0.25,0.35714285714285715,1,0.5357142857142857,0.75,0.3888888888888889,0.8571428571428571,0.2857142857142857,3.0,2.0,4.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2060,0.38095238095238093,No,0.17857142857142858,2,1,0.2116921891553501,0.0,0.0,0,0.5,0.5,0.7222222222222222,0.5714285714285714,0.6428571428571429,4.0,1.0,3.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2061,0.40476190476190477,No,0.07142857142857142,3,2,0.08019519085684934,0.125,0.0,1,0.07142857142857142,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,4.0,4.0,4.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2062,0.5952380952380952,Yes,0.14285714285714285,3,3,0.22556101319464508,1.0,0.2857142857142857,1,0.25,0.75,0.2222222222222222,0.14285714285714285,0.21428571428571427,1.0,3.0,2.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2063,0.3333333333333333,No,0.35714285714285715,2,2,0.2233137500401297,0.125,0.0,0,0.03571428571428571,1.0,0.05555555555555555,0.0,0.0,3.0,1.0,3.0,2,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2064,0.9047619047619048,No,0.07142857142857142,2,2,0.22087386432951298,0.5,0.2857142857142857,0,1.0,0.75,0.2777777777777778,0.5714285714285714,0.14285714285714285,4.0,1.0,3.0,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2065,0.2619047619047619,No,0.8928571428571429,1,1,0.07762689010883174,0.125,0.9285714285714286,1,0.35714285714285715,0.25,0.5555555555555556,0.0,0.5714285714285714,2.0,4.0,3.0,3,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2066,0.023809523809523808,No,0.7857142857142857,4,2,1.0,0.125,0.07142857142857142,0,0.03571428571428571,0.5,0.05555555555555555,0.0,0.0,3.0,1.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2067,0.6428571428571429,No,0.75,3,2,0.7835243507014671,0.5,0.14285714285714285,0,0.25,1.0,0.16666666666666666,0.0,0.14285714285714285,1.0,3.0,2.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2068,0.4523809523809524,No,0.4642857142857143,4,3,0.35750746412404893,0.125,0.14285714285714285,0,0.5,0.25,0.7777777777777778,0.42857142857142855,0.7857142857142857,4.0,4.0,2.0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2069,0.047619047619047616,No,0.17857142857142858,3,5,0.4740441105653472,0.125,0.42857142857142855,0,0.07142857142857142,1.0,0.1111111111111111,0.14285714285714285,0.14285714285714285,1.0,3.0,2.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2070,0.6190476190476191,Yes,0.17857142857142858,2,3,0.22787248386786094,0.125,0.14285714285714285,1,0.21428571428571427,0.5,0.3333333333333333,0.0,0.14285714285714285,3.0,3.0,3.0,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2071,0.8333333333333334,No,0.17857142857142858,4,1,0.19403512151272914,0.375,0.07142857142857142,1,0.9285714285714286,0.75,0.3888888888888889,0.5714285714285714,0.5,4.0,3.0,3.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2072,0.2619047619047619,No,0.7857142857142857,3,1,0.4468843301550612,0.0,0.21428571428571427,0,0.21428571428571427,0.75,0.2777777777777778,0.14285714285714285,0.21428571428571427,2.0,4.0,2.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2073,0.09523809523809523,Yes,0.75,4,1,0.1056213682622235,0.0,0.9285714285714286,0,0.03571428571428571,1.0,0.0,0.0,0.0,3.0,4.0,3.0,2,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2074,0.6666666666666666,No,0.03571428571428571,3,2,0.9981700857170375,1.0,0.21428571428571427,2,1.0,1.0,1.0,1.0,0.6428571428571429,3.0,1.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2075,0.6190476190476191,No,0.6785714285714286,3,1,0.22774406883046006,0.25,0.14285714285714285,0,0.21428571428571427,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2076,0.35714285714285715,No,0.9642857142857143,4,1,0.32630261003563515,0.125,0.2857142857142857,0,0.17857142857142858,1.0,0.2777777777777778,0.14285714285714285,0.2857142857142857,2.0,3.0,3.0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2077,0.5476190476190477,Yes,0.39285714285714285,3,2,1.0,0.75,0.35714285714285715,0,0.17857142857142858,0.5,0.05555555555555555,0.0,0.0,1.0,1.0,1.0,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2078,0.2857142857142857,No,0.6785714285714286,3,3,0.24405277858037175,1.0,0.5,0,0.2857142857142857,0.75,0.2222222222222222,0.0,0.21428571428571427,3.0,1.0,3.0,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
